,vote,before_90s,90s,2000s,movie,other,tv movie,video movie,Action,Documentary,Comedy,Drama,Thriller,Romance,Other_genre,United States,United Kingdom,France,Other_country,English,Other_language,rating_category
6611,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,other
6613,1.566334092272496,0.0,1.0,0.0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,other
6614,-1.2176687371800943,0.0,1.0,0.0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,bottom_25pct
6615,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,other
6616,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,other
6617,1.566334092272496,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,other
6619,-0.5216680298169467,0.0,0.0,1.0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,bottom_25pct
6620,-1.2176687371800943,0.0,1.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,other
6621,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,other
6623,1.218333738590922,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,other
6624,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,other
6625,0.17433267754620083,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,bottom_25pct
6626,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,top_10pct
6627,1.218333738590922,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,other
6628,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,other
6630,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,bottom_25pct
6631,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,top_10pct
6632,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,top_10pct
6633,0.5223330312277746,0.0,1.0,0.0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,bottom_25pct
6634,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,bottom_25pct
6635,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,bottom_25pct
6636,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,other
6637,1.218333738590922,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,other
6639,1.218333738590922,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,bottom_25pct
6640,1.566334092272496,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,other
6641,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,other
6642,-1.2176687371800943,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,bottom_25pct
6643,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,bottom_25pct
6644,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,other
6645,-0.5216680298169467,1.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,other
6646,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,other
6648,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,other
6649,-1.2176687371800943,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,other
6650,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,other
6651,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,bottom_25pct
6652,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,other
6653,-1.5656690908616682,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,top_10pct
6654,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
6655,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,other
6656,1.566334092272496,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,other
6657,-1.2176687371800943,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,other
6658,0.17433267754620083,1.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,bottom_25pct
6660,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,bottom_25pct
6661,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,other
6662,-1.2176687371800943,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
6663,-0.8696683834985205,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,other
6664,0.17433267754620083,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,other
6665,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
6666,-0.5216680298169467,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,other
6667,-1.5656690908616682,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,bottom_25pct
6668,1.566334092272496,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,other
6669,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,other
6670,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,bottom_25pct
6671,0.17433267754620083,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
6672,-0.17366767613537296,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,bottom_25pct
6673,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,bottom_25pct
6674,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
6675,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,other
6676,-0.5216680298169467,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,top_10pct
6677,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,other
6678,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,other
6679,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
6680,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,other
6681,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,top_10pct
6682,0.17433267754620083,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,top_10pct
6683,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,bottom_25pct
6684,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,other
6685,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,other
6686,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,other
6687,-0.8696683834985205,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,bottom_25pct
6688,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,other
6689,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,other
6690,-0.8696683834985205,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,bottom_25pct
6691,1.218333738590922,0.0,1.0,0.0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,other
6692,1.566334092272496,1.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,bottom_25pct
6693,1.218333738590922,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,other
6694,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
6695,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,bottom_25pct
6696,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,other
6697,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,other
6698,1.218333738590922,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
6699,1.566334092272496,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,other
6700,-0.5216680298169467,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,top_10pct
6701,-1.2176687371800943,0.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,other
6702,0.17433267754620083,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
6703,1.218333738590922,0.0,1.0,0.0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,other
6704,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,other
6705,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,bottom_25pct
6706,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,other
6707,-1.5656690908616682,0.0,1.0,0.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,other
6708,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,bottom_25pct
6710,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,other
6711,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,bottom_25pct
6712,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,other
6713,-1.5656690908616682,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
6715,-1.5656690908616682,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,bottom_25pct
6716,1.566334092272496,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,other
6717,1.566334092272496,0.0,1.0,0.0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,other
6718,1.566334092272496,0.0,1.0,0.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,other
6719,1.566334092272496,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,other
6720,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,top_10pct
6722,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,other
6723,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,bottom_25pct
6724,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,bottom_25pct
6725,-0.17366767613537296,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,bottom_25pct
6726,0.5223330312277746,0.0,0.0,1.0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,bottom_25pct
6727,0.5223330312277746,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,other
6728,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,bottom_25pct
6729,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,other
6730,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,top_10pct
6731,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
6732,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,other
6733,-0.5216680298169467,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,bottom_25pct
6734,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,other
6735,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,other
6736,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,bottom_25pct
6737,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,other
6738,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,bottom_25pct
6740,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,top_10pct
6741,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,other
6742,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,other
6744,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,other
6745,-1.2176687371800943,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
6746,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,bottom_25pct
6747,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,other
6748,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,other
6749,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,other
6750,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,bottom_25pct
6751,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,other
6752,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,other
6753,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,other
6754,0.17433267754620083,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,other
6755,0.5223330312277746,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,other
6756,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,bottom_25pct
6757,-1.2176687371800943,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,other
6758,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,other
6759,-1.2176687371800943,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,other
6760,-1.2176687371800943,0.0,0.0,1.0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,bottom_25pct
6761,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,bottom_25pct
6762,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,top_10pct
6763,-0.8696683834985205,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,bottom_25pct
6764,1.218333738590922,0.0,1.0,0.0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,other
6765,1.218333738590922,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,other
6766,1.566334092272496,0.0,1.0,0.0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,other
6767,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
6768,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,other
6769,1.566334092272496,0.0,1.0,0.0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,other
6770,1.218333738590922,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,other
6771,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,other
6772,-0.8696683834985205,0.0,1.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,bottom_25pct
6773,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,other
6774,1.566334092272496,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,other
6775,1.218333738590922,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,other
6776,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,other
6777,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,bottom_25pct
6779,1.218333738590922,0.0,0.0,1.0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,bottom_25pct
6780,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,bottom_25pct
6781,-1.5656690908616682,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,other
6782,-0.5216680298169467,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
6783,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,other
6784,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,bottom_25pct
6785,-1.5656690908616682,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,bottom_25pct
6786,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,bottom_25pct
6787,1.566334092272496,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,other
6788,-1.2176687371800943,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,other
6789,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,bottom_25pct
6790,-1.5656690908616682,1.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
6791,0.5223330312277746,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,bottom_25pct
6792,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,other
6794,-0.8696683834985205,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,bottom_25pct
6795,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,other
6798,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,other
6799,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,other
6800,-0.5216680298169467,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,other
6801,1.566334092272496,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,other
6803,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,other
6804,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,other
6807,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,bottom_25pct
6808,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
6809,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
6810,-0.8696683834985205,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
6812,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,other
6813,-0.8696683834985205,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,other
6814,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,other
6815,1.218333738590922,0.0,0.0,1.0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,other
6816,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,bottom_25pct
6817,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,other
6818,-1.5656690908616682,1.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,top_10pct
6819,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,bottom_25pct
6820,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,other
6821,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,other
6822,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,bottom_25pct
6824,-1.2176687371800943,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,other
6826,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,bottom_25pct
6828,-0.8696683834985205,0.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
6829,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
6831,0.17433267754620083,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,other
6832,-1.2176687371800943,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,other
6833,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,other
6834,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,other
6835,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,other
6836,1.218333738590922,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,other
6838,-0.8696683834985205,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
6839,-0.8696683834985205,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,other
6840,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,other
6841,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
6842,-0.8696683834985205,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,other
6843,-1.5656690908616682,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,other
6844,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,other
6845,-0.5216680298169467,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,bottom_25pct
6846,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,bottom_25pct
6847,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,other
6848,-1.5656690908616682,0.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
6849,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,other
6850,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,other
6851,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,other
6852,-0.8696683834985205,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,other
6853,1.218333738590922,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,other
6854,-1.5656690908616682,0.0,1.0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,other
6857,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,other
6858,-1.5656690908616682,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,other
6859,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,bottom_25pct
6860,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,other
