,vote,before_90s,90s,2000s,movie,other,tv movie,video movie,Action,Documentary,Comedy,Drama,Thriller,Romance,Other_genre,United States,United Kingdom,France,Other_country,English,Other_language,rating_category
1570,0.5223330312277746,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,other
1571,-1.5656690908616682,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,top_10pct
1572,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
1573,-0.8696683834985205,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
1574,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,other
1575,-1.2176687371800943,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
1576,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,other
1577,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,bottom_25pct
1579,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,other
1580,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,top_10pct
1581,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
1582,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,other
1583,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,bottom_25pct
1584,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,other
1587,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,bottom_25pct
1588,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,other
1589,1.566334092272496,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,top_10pct
1590,-1.5656690908616682,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,other
1591,0.17433267754620083,0.0,1.0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,other
1592,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,other
1594,0.17433267754620083,0.0,1.0,0.0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,other
1596,-1.2176687371800943,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,other
1597,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,other
1598,-0.5216680298169467,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,top_10pct
1599,-1.2176687371800943,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,other
1600,-0.8696683834985205,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
1601,-1.2176687371800943,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,bottom_25pct
1602,0.8703333849093484,0.0,0.0,1.0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,bottom_25pct
1604,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,other
1605,1.566334092272496,1.0,0.0,0.0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,other
1606,-1.2176687371800943,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,other
1607,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,bottom_25pct
1608,1.218333738590922,0.0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,other
1609,-0.8696683834985205,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,other
1610,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,other
1611,-0.17366767613537296,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,other
1612,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,bottom_25pct
1613,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,other
1615,-0.5216680298169467,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,bottom_25pct
1617,0.5223330312277746,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
1618,-0.8696683834985205,0.0,0.0,1.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,bottom_25pct
1619,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,other
1621,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,other
1622,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,other
1623,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,other
1624,-1.5656690908616682,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,bottom_25pct
1626,-1.5656690908616682,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,other
1627,0.8703333849093484,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
1628,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,other
1629,-1.2176687371800943,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
1630,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,other
1631,-0.8696683834985205,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,bottom_25pct
1632,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,other
1633,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,other
1634,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,bottom_25pct
1635,-0.8696683834985205,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,other
1636,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,other
1637,-1.2176687371800943,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
1639,0.17433267754620083,0.0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,other
1640,1.218333738590922,0.0,1.0,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,other
1641,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,other
1642,0.5223330312277746,0.0,0.0,1.0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,bottom_25pct
1643,-0.17366767613537296,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,other
1646,-1.5656690908616682,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,other
1647,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,other
1648,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,other
1650,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,other
1651,1.218333738590922,0.0,0.0,1.0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,other
1652,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,bottom_25pct
1653,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,other
1655,-1.2176687371800943,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,bottom_25pct
1656,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,other
1657,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,other
1659,-1.2176687371800943,1.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
1661,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,bottom_25pct
1662,0.5223330312277746,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,other
1663,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,other
1664,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,other
1665,-1.2176687371800943,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
1666,-1.5656690908616682,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
1667,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,other
1668,0.17433267754620083,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,other
1669,0.17433267754620083,0.0,0.0,1.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,other
1670,1.218333738590922,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,bottom_25pct
1671,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,bottom_25pct
1672,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,other
1673,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,bottom_25pct
1675,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,other
1676,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,other
1677,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,bottom_25pct
1679,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,other
1680,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,other
1682,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,other
1683,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,other
1684,-1.2176687371800943,0.0,0.0,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,bottom_25pct
1685,-1.5656690908616682,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,other
1686,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,other
1687,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,bottom_25pct
1688,-1.2176687371800943,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,bottom_25pct
1689,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,top_10pct
1690,-0.5216680298169467,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,other
1691,0.17433267754620083,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
1692,1.218333738590922,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,other
1693,-1.5656690908616682,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
1695,0.17433267754620083,0.0,1.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,other
1696,-1.5656690908616682,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,bottom_25pct
1697,1.566334092272496,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,other
1698,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,other
1699,-0.5216680298169467,0.0,1.0,0.0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,other
1700,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,other
1701,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,other
1702,-1.2176687371800943,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
1703,1.218333738590922,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,other
1704,1.566334092272496,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,other
1706,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,top_10pct
1707,1.566334092272496,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,top_10pct
1708,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,other
1709,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,other
1710,-0.5216680298169467,1.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,top_10pct
1711,-0.8696683834985205,0.0,0.0,1.0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,other
1713,0.8703333849093484,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
1714,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,other
1715,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,bottom_25pct
1717,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
1718,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,other
1720,1.566334092272496,1.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,bottom_25pct
1721,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,top_10pct
1722,-1.2176687371800943,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
1723,-0.5216680298169467,0.0,1.0,0.0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,bottom_25pct
1725,-1.5656690908616682,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,other
1729,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,other
1731,-1.2176687371800943,1.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
1732,1.218333738590922,0.0,0.0,1.0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,other
1734,-1.5656690908616682,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,other
1735,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,other
1737,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
1738,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
1739,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,other
1740,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,other
1741,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,other
1742,-1.5656690908616682,0.0,1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,other
1744,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,other
1747,-1.5656690908616682,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,top_10pct
1749,-1.5656690908616682,1.0,0.0,0.0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,bottom_25pct
1750,-0.5216680298169467,0.0,1.0,0.0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,other
1751,-0.8696683834985205,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,bottom_25pct
1752,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,top_10pct
1753,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,other
1755,0.17433267754620083,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
1756,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,other
1757,-0.8696683834985205,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,other
1758,-0.8696683834985205,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
1759,1.566334092272496,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
1760,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,other
1761,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,top_10pct
1765,-0.17366767613537296,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,bottom_25pct
1766,-0.8696683834985205,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,top_10pct
1769,-0.8696683834985205,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,other
1770,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,other
1771,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,other
1772,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,other
1773,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,other
1775,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,bottom_25pct
1776,-1.2176687371800943,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
1779,-0.8696683834985205,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,other
1780,-0.8696683834985205,0.0,1.0,0.0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,bottom_25pct
1781,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,other
1784,-1.2176687371800943,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,other
1785,-1.5656690908616682,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,top_10pct
1786,0.8703333849093484,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,bottom_25pct
1787,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,bottom_25pct
1788,-0.8696683834985205,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,other
1790,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,other
1791,-0.5216680298169467,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,other
1792,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,other
1793,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,bottom_25pct
1794,-1.2176687371800943,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,other
1795,-1.2176687371800943,1.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
1796,-1.2176687371800943,0.0,1.0,0.0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,bottom_25pct
1798,-1.5656690908616682,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,other
1799,-0.8696683834985205,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,bottom_25pct
1800,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,other
1801,1.218333738590922,1.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,other
1802,-1.5656690908616682,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,other
1803,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,other
1804,0.5223330312277746,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,other
1805,-0.17366767613537296,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,bottom_25pct
1806,1.218333738590922,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,bottom_25pct
1808,-0.5216680298169467,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,other
1809,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,other
1810,-0.5216680298169467,1.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,other
1811,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,bottom_25pct
1813,0.17433267754620083,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,bottom_25pct
1814,0.5223330312277746,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,other
1816,0.5223330312277746,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,other
1817,-0.17366767613537296,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,bottom_25pct
1818,-1.5656690908616682,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,bottom_25pct
1819,1.218333738590922,0.0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,bottom_25pct
1820,-1.2176687371800943,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,other
1821,-0.5216680298169467,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,bottom_25pct
1822,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,top_10pct
1824,-0.8696683834985205,0.0,0.0,1.0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,bottom_25pct
1825,-0.8696683834985205,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,other
1827,0.5223330312277746,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,bottom_25pct
1830,0.5223330312277746,0.0,1.0,0.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,other
1831,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,other
1832,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,top_10pct
1833,0.5223330312277746,0.0,0.0,1.0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,other
1835,-1.2176687371800943,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,bottom_25pct
1836,-1.2176687371800943,0.0,1.0,0.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,top_10pct
1837,-1.2176687371800943,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,other
1838,-1.2176687371800943,0.0,1.0,0.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,other
1839,0.17433267754620083,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,other
1840,-1.5656690908616682,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,top_10pct
1841,-0.8696683834985205,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,bottom_25pct
1842,0.8703333849093484,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,other
1843,0.17433267754620083,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,bottom_25pct
1845,0.8703333849093484,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,other
1846,-0.5216680298169467,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,other
1847,-0.17366767613537296,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,other
1850,0.8703333849093484,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,other
1852,0.8703333849093484,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,other
